,alpha,beta,m_connections,index_cases,graph,rmse
1775,0.64,0.07,100,3,barabasi_albert_graph_100,215.48435602685336
869,0.8200000000000001,0.22,100,3,barabasi_albert_graph_100,215.48506998076547
2744,0.44,0.28,100,3,barabasi_albert_graph_100,215.51607114801652
3869,0.2,0.91,100,3,barabasi_albert_graph_100,215.52544022600995
2545,0.48,0.29,100,3,barabasi_albert_graph_100,215.5367182711032
1657,0.66,0.26,100,3,barabasi_albert_graph_100,215.54346340212828
2249,0.54,0.28,100,3,barabasi_albert_graph_100,215.55563265484565
1952,0.6,0.28,100,3,barabasi_albert_graph_100,215.56235935160564
3870,0.2,0.9,100,3,barabasi_albert_graph_100,215.61796699790045
376,0.92,0.2,100,3,barabasi_albert_graph_100,215.62271180502725
179,0.96,0.19,100,3,barabasi_albert_graph_100,215.66145121106263
3856,0.22,0.05,100,3,barabasi_albert_graph_100,215.6690127879364
1577,0.68,0.07,100,3,barabasi_albert_graph_100,215.74172593101295
1362,0.72,0.24,100,3,barabasi_albert_graph_100,215.7817807950359
672,0.86,0.21,100,3,barabasi_albert_graph_100,215.78616552218827
2842,0.42,0.29,100,3,barabasi_albert_graph_100,215.83025737833887
1165,0.76,0.23,100,3,barabasi_albert_graph_100,215.83426690224786
3871,0.2,0.89,100,3,barabasi_albert_graph_100,215.84848674653531
277,0.9400000000000001,0.2,100,3,barabasi_albert_graph_100,215.84857584035083
3956,0.2,0.04,100,3,barabasi_albert_graph_100,215.85671885981006
2051,0.58,0.28,100,3,barabasi_albert_graph_100,215.86227803144087
2151,0.56,0.27,100,3,barabasi_albert_graph_100,215.87931101214153
1066,0.78,0.23,100,3,barabasi_albert_graph_100,215.93148842238756
967,0.8,0.23,100,3,barabasi_albert_graph_100,215.94018046315867
3712,0.24,0.5,100,3,barabasi_albert_graph_100,215.95303976701828
1973,0.6,0.07,100,3,barabasi_albert_graph_100,215.95847179136442
3236,0.34,0.31,100,3,barabasi_albert_graph_100,215.9673764537313
3333,0.32,0.33,100,3,barabasi_albert_graph_100,216.01191206469645
3430,0.3,0.35000000000000003,100,3,barabasi_albert_graph_100,216.04160924015753
475,0.9,0.2,100,3,barabasi_albert_graph_100,216.07473778230604
2150,0.56,0.28,100,3,barabasi_albert_graph_100,216.10035062086675
3621,0.26,0.42,100,3,barabasi_albert_graph_100,216.12950177720194
2645,0.46,0.28,100,3,barabasi_albert_graph_100,216.17439540974604
1854,0.62,0.27,100,3,barabasi_albert_graph_100,216.18233045279163
3620,0.26,0.43,100,3,barabasi_albert_graph_100,216.18567518188192
2940,0.4,0.3,100,3,barabasi_albert_graph_100,216.205831416411
1954,0.6,0.26,100,3,barabasi_albert_graph_100,216.22760444281144
2052,0.58,0.27,100,3,barabasi_albert_graph_100,216.22826258022224
3619,0.26,0.44,100,3,barabasi_albert_graph_100,216.24284781413982
1676,0.66,0.07,100,3,barabasi_albert_graph_100,216.27831073019712
3756,0.24,0.06,100,3,barabasi_albert_graph_100,216.28640200509068
3527,0.28,0.37,100,3,barabasi_albert_graph_100,216.29004742563774
3872,0.2,0.88,100,3,barabasi_albert_graph_100,216.30190795417266
2843,0.42,0.28,100,3,barabasi_albert_graph_100,216.3370945111782
3801,0.22,0.6,100,3,barabasi_albert_graph_100,216.35597447796005
1757,0.64,0.25,100,3,barabasi_albert_graph_100,216.41141374705725
3799,0.22,0.62,100,3,barabasi_albert_graph_100,216.4329528443464
3528,0.28,0.36,100,3,barabasi_albert_graph_100,216.464138085095
3624,0.26,0.39,100,3,barabasi_albert_graph_100,216.47284427311502
3526,0.28,0.38,100,3,barabasi_albert_graph_100,216.4770906336991
278,0.9400000000000001,0.19,100,3,barabasi_albert_graph_100,216.47769471170074
3431,0.3,0.34,100,3,barabasi_albert_graph_100,216.48149681101722
1363,0.72,0.23,100,3,barabasi_albert_graph_100,216.48364656659226
1953,0.6,0.27,100,3,barabasi_albert_graph_100,216.51596139421576
3800,0.22,0.61,100,3,barabasi_albert_graph_100,216.5336001640392
3623,0.26,0.4,100,3,barabasi_albert_graph_100,216.54134442677187
1461,0.7000000000000001,0.24,100,3,barabasi_albert_graph_100,216.59190623417544
574,0.88,0.2,100,3,barabasi_albert_graph_100,216.6052240296228
3235,0.34,0.32,100,3,barabasi_albert_graph_100,216.61543378495944
2448,0.5,0.27,100,3,barabasi_albert_graph_100,216.65056942175164
3798,0.22,0.63,100,3,barabasi_albert_graph_100,216.69549709566755
1874,0.62,0.07,100,3,barabasi_albert_graph_100,216.6985676712452
3041,0.38,0.28,100,3,barabasi_albert_graph_100,216.71585437725025
3803,0.22,0.58,100,3,barabasi_albert_graph_100,216.71965229832688
968,0.8,0.22,100,3,barabasi_albert_graph_100,216.76140729453593
2646,0.46,0.27,100,3,barabasi_albert_graph_100,216.7817051605317
2349,0.52,0.27,100,3,barabasi_albert_graph_100,216.7860874048602
3875,0.2,0.85,100,3,barabasi_albert_graph_100,216.81677837431167
2743,0.44,0.29,100,3,barabasi_albert_graph_100,216.82163885766354
1856,0.62,0.25,100,3,barabasi_albert_graph_100,216.87057466112398
3138,0.36,0.3,100,3,barabasi_albert_graph_100,216.87332353597216
3237,0.34,0.3,100,3,barabasi_albert_graph_100,216.89609352087322
3433,0.3,0.32,100,3,barabasi_albert_graph_100,216.91790364807818
2251,0.54,0.26,100,3,barabasi_albert_graph_100,216.96995538198726
3335,0.32,0.31,100,3,barabasi_albert_graph_100,216.9763723400457
377,0.92,0.19,100,3,barabasi_albert_graph_100,216.9831081692057
2250,0.54,0.27,100,3,barabasi_albert_graph_100,216.98387036828336
771,0.84,0.21,100,3,barabasi_albert_graph_100,216.98500479916189
1658,0.66,0.25,100,3,barabasi_albert_graph_100,217.0010457259454
673,0.86,0.2,100,3,barabasi_albert_graph_100,217.00269406338998
91,0.98,0.08,100,3,barabasi_albert_graph_100,217.02257947043208
2546,0.48,0.28,100,3,barabasi_albert_graph_100,217.0311037616498
1659,0.66,0.24,100,3,barabasi_albert_graph_100,217.0332657947589
3873,0.2,0.87,100,3,barabasi_albert_graph_100,217.04102767059433
1067,0.78,0.22,100,3,barabasi_albert_graph_100,217.04746024775318
3802,0.22,0.59,100,3,barabasi_albert_graph_100,217.0496221179352
3334,0.32,0.32,100,3,barabasi_albert_graph_100,217.07200152519405
3874,0.2,0.86,100,3,barabasi_albert_graph_100,217.10362644457282
3713,0.24,0.49,100,3,barabasi_albert_graph_100,217.1128738697915
2547,0.48,0.27,100,3,barabasi_albert_graph_100,217.11677113408882
2548,0.48,0.26,100,3,barabasi_albert_graph_100,217.12598257162202
870,0.8200000000000001,0.21,100,3,barabasi_albert_graph_100,217.12683283846226
2644,0.46,0.29,100,3,barabasi_albert_graph_100,217.18914125002445
3876,0.2,0.84,100,3,barabasi_albert_graph_100,217.21386129448908
2350,0.52,0.26,100,3,barabasi_albert_graph_100,217.22607861573442
3804,0.22,0.5700000000000001,100,3,barabasi_albert_graph_100,217.29007552825996
1462,0.7000000000000001,0.23,100,3,barabasi_albert_graph_100,217.3091027864368
1166,0.76,0.22,100,3,barabasi_albert_graph_100,217.3240579269726
3877,0.2,0.8300000000000001,100,3,barabasi_albert_graph_100,217.39020217111903
1756,0.64,0.26,100,3,barabasi_albert_graph_100,217.42546025990325
3432,0.3,0.33,100,3,barabasi_albert_graph_100,217.42662776564066
3622,0.26,0.41000000000000003,100,3,barabasi_albert_graph_100,217.43729423233017
3458,0.3,0.07,100,3,barabasi_albert_graph_100,217.4562909219654
772,0.84,0.2,100,3,barabasi_albert_graph_100,217.46964421235015
2447,0.5,0.28,100,3,barabasi_albert_graph_100,217.4740479654102
190,0.96,0.08,100,3,barabasi_albert_graph_100,217.49663127364667
81,0.98,0.18,100,3,barabasi_albert_graph_100,217.53035155157968
1955,0.6,0.25,100,3,barabasi_albert_graph_100,217.53906810926205
871,0.8200000000000001,0.2,100,3,barabasi_albert_graph_100,217.5776077279447
2252,0.54,0.25,100,3,barabasi_albert_graph_100,217.59120103816414
2152,0.56,0.26,100,3,barabasi_albert_graph_100,217.59629168220252
2449,0.5,0.26,100,3,barabasi_albert_graph_100,217.6196929720074
1264,0.74,0.23,100,3,barabasi_albert_graph_100,217.62310397707176
1857,0.62,0.24,100,3,barabasi_albert_graph_100,217.62386393464791
3435,0.3,0.3,100,3,barabasi_albert_graph_100,217.71556956444164
289,0.9400000000000001,0.08,100,3,barabasi_albert_graph_100,217.72313046266245
2942,0.4,0.28,100,3,barabasi_albert_graph_100,217.75614448630023
3529,0.28,0.35000000000000003,100,3,barabasi_albert_graph_100,217.78549785723354
1265,0.74,0.22,100,3,barabasi_albert_graph_100,217.7862042674668
3040,0.38,0.29,100,3,barabasi_albert_graph_100,217.8571338497566
180,0.96,0.18,100,3,barabasi_albert_graph_100,217.89040999830803
388,0.92,0.08,100,3,barabasi_albert_graph_100,217.9019186557249
1560,0.68,0.24,100,3,barabasi_albert_graph_100,217.95758232350553
3715,0.24,0.47000000000000003,100,3,barabasi_albert_graph_100,217.95832346857225
3238,0.34,0.29,100,3,barabasi_albert_graph_100,217.98209171326965
3625,0.26,0.38,100,3,barabasi_albert_graph_100,217.9881789314415
476,0.9,0.19,100,3,barabasi_albert_graph_100,217.99996471418206
3805,0.22,0.56,100,3,barabasi_albert_graph_100,218.03129627153564
1758,0.64,0.24,100,3,barabasi_albert_graph_100,218.13801206505093
3336,0.32,0.3,100,3,barabasi_albert_graph_100,218.1452233296399
1561,0.68,0.23,100,3,barabasi_albert_graph_100,218.15828762973564
1364,0.72,0.22,100,3,barabasi_albert_graph_100,218.15962751371546
970,0.8,0.2,100,3,barabasi_albert_graph_100,218.18171678319322
487,0.9,0.08,100,3,barabasi_albert_graph_100,218.18490746647404
969,0.8,0.21,100,3,barabasi_albert_graph_100,218.22520125214334
2053,0.58,0.26,100,3,barabasi_albert_graph_100,218.28580418270974
3338,0.32,0.28,100,3,barabasi_albert_graph_100,218.31121046658282
2054,0.58,0.25,100,3,barabasi_albert_graph_100,218.34188082701158
3878,0.2,0.8200000000000001,100,3,barabasi_albert_graph_100,218.38524534550265
3716,0.24,0.46,100,3,barabasi_albert_graph_100,218.39123327008977
3714,0.24,0.48,100,3,barabasi_albert_graph_100,218.4592727401468
3042,0.38,0.27,100,3,barabasi_albert_graph_100,218.48622558237113
586,0.88,0.08,100,3,barabasi_albert_graph_100,218.49305568968407
279,0.9400000000000001,0.18,100,3,barabasi_albert_graph_100,218.50942595405178
2943,0.4,0.27,100,3,barabasi_albert_graph_100,218.5455418125793
3717,0.24,0.45,100,3,barabasi_albert_graph_100,218.55242286111022
1168,0.76,0.2,100,3,barabasi_albert_graph_100,218.56211931622553
378,0.92,0.18,100,3,barabasi_albert_graph_100,218.56813758924417
3044,0.38,0.25,100,3,barabasi_albert_graph_100,218.57216727591899
3434,0.3,0.31,100,3,barabasi_albert_graph_100,218.58515327160083
3240,0.34,0.27,100,3,barabasi_albert_graph_100,218.60207965792372
3880,0.2,0.8,100,3,barabasi_albert_graph_100,218.60489473019584
3139,0.36,0.29,100,3,barabasi_albert_graph_100,218.61527499591253
2745,0.44,0.27,100,3,barabasi_albert_graph_100,218.61538055540515
3879,0.2,0.81,100,3,barabasi_albert_graph_100,218.65496177240595
3140,0.36,0.28,100,3,barabasi_albert_graph_100,218.6917746685785
575,0.88,0.19,100,3,barabasi_albert_graph_100,218.70403253290473
1660,0.66,0.23,100,3,barabasi_albert_graph_100,218.72763182340938
3339,0.32,0.27,100,3,barabasi_albert_graph_100,218.7438614523318
3530,0.28,0.34,100,3,barabasi_albert_graph_100,218.7859508919444
3718,0.24,0.44,100,3,barabasi_albert_graph_100,218.7881483219643
1956,0.6,0.24,100,3,barabasi_albert_graph_100,218.80117423394657
82,0.98,0.17,100,3,barabasi_albert_graph_100,218.87678303978737
685,0.86,0.08,100,3,barabasi_albert_graph_100,218.90494951708362
1069,0.78,0.2,100,3,barabasi_albert_graph_100,218.9053009162427
2450,0.5,0.25,100,3,barabasi_albert_graph_100,218.92021729036708
2647,0.46,0.26,100,3,barabasi_albert_graph_100,218.92413508582587
2153,0.56,0.25,100,3,barabasi_albert_graph_100,218.92424049639428
2351,0.52,0.25,100,3,barabasi_albert_graph_100,218.98731961884496
2055,0.58,0.24,100,3,barabasi_albert_graph_100,218.994467791031
3142,0.36,0.26,100,3,barabasi_albert_graph_100,219.09088384644255
1759,0.64,0.23,100,3,barabasi_albert_graph_100,219.14761445901465
3337,0.32,0.29,100,3,barabasi_albert_graph_100,219.1517387916067
1068,0.78,0.21,100,3,barabasi_albert_graph_100,219.15949583667285
1167,0.76,0.21,100,3,barabasi_albert_graph_100,219.20327762849925
3626,0.26,0.37,100,3,barabasi_albert_graph_100,219.21398046376794
674,0.86,0.19,100,3,barabasi_albert_graph_100,219.23282320225402
3881,0.2,0.79,100,3,barabasi_albert_graph_100,219.24729627312837
3806,0.22,0.55,100,3,barabasi_albert_graph_100,219.25489206014922
1463,0.7000000000000001,0.22,100,3,barabasi_albert_graph_100,219.29714649657086
773,0.84,0.19,100,3,barabasi_albert_graph_100,219.32348781581126
3882,0.2,0.78,100,3,barabasi_albert_graph_100,219.34163728338004
3143,0.36,0.25,100,3,barabasi_albert_graph_100,219.34407463372034
2747,0.44,0.25,100,3,barabasi_albert_graph_100,219.3544199200498
883,0.8200000000000001,0.08,100,3,barabasi_albert_graph_100,219.374144749593
2566,0.48,0.08,100,3,barabasi_albert_graph_100,219.386487207464
576,0.88,0.18,100,3,barabasi_albert_graph_100,219.41157321695331
3239,0.34,0.28,100,3,barabasi_albert_graph_100,219.4213894629376
3241,0.34,0.26,100,3,barabasi_albert_graph_100,219.445770416853
181,0.96,0.17,100,3,barabasi_albert_graph_100,219.45872224459606
280,0.9400000000000001,0.17,100,3,barabasi_albert_graph_100,219.46773023700914
3720,0.24,0.42,100,3,barabasi_albert_graph_100,219.48006743210192
477,0.9,0.18,100,3,barabasi_albert_graph_100,219.58772559223166
3656,0.26,0.07,100,3,barabasi_albert_graph_100,219.6343114570917
3887,0.2,0.73,100,3,barabasi_albert_graph_100,219.64483569197307
1266,0.74,0.21,100,3,barabasi_albert_graph_100,219.64739225193847
2945,0.4,0.25,100,3,barabasi_albert_graph_100,219.65633997749234
2844,0.42,0.27,100,3,barabasi_albert_graph_100,219.658073447732
3885,0.2,0.75,100,3,barabasi_albert_graph_100,219.67297372370453
3807,0.22,0.54,100,3,barabasi_albert_graph_100,219.70586981409767
2665,0.46,0.08,100,3,barabasi_albert_graph_100,219.71719585377508
3531,0.28,0.33,100,3,barabasi_albert_graph_100,219.73237218174154
3141,0.36,0.27,100,3,barabasi_albert_graph_100,219.7346301617196
1365,0.72,0.21,100,3,barabasi_albert_graph_100,219.74681235108176
3533,0.28,0.31,100,3,barabasi_albert_graph_100,219.74845759500707
2946,0.4,0.24,100,3,barabasi_albert_graph_100,219.75881884816013
3886,0.2,0.74,100,3,barabasi_albert_graph_100,219.76632695101054
1859,0.62,0.22,100,3,barabasi_albert_graph_100,219.76685198357197
3719,0.24,0.43,100,3,barabasi_albert_graph_100,219.77441231338173
3883,0.2,0.77,100,3,barabasi_albert_graph_100,219.8002064813197
2549,0.48,0.25,100,3,barabasi_albert_graph_100,219.80241126975835
982,0.8,0.08,100,3,barabasi_albert_graph_100,219.80995287887987
2944,0.4,0.26,100,3,barabasi_albert_graph_100,219.81275248230287
3532,0.28,0.32,100,3,barabasi_albert_graph_100,219.8229007458224
3629,0.26,0.34,100,3,barabasi_albert_graph_100,219.82494783874665
3884,0.2,0.76,100,3,barabasi_albert_graph_100,219.8648361012878
3259,0.34,0.08,100,3,barabasi_albert_graph_100,219.87883026794552
1562,0.68,0.22,100,3,barabasi_albert_graph_100,219.8839029334134
1464,0.7000000000000001,0.21,100,3,barabasi_albert_graph_100,219.9012365725892
2845,0.42,0.26,100,3,barabasi_albert_graph_100,219.92285360658073
2253,0.54,0.24,100,3,barabasi_albert_graph_100,219.939851917606
2550,0.48,0.24,100,3,barabasi_albert_graph_100,219.94250997091874
3437,0.3,0.28,100,3,barabasi_albert_graph_100,219.9699629844598
3809,0.22,0.52,100,3,barabasi_albert_graph_100,219.98478968398632
3890,0.2,0.7000000000000001,100,3,barabasi_albert_graph_100,219.996573399888
4256,0.14,0.01,100,3,barabasi_albert_graph_100,220.02559291696397
3889,0.2,0.71,100,3,barabasi_albert_graph_100,220.04401657570523
3888,0.2,0.72,100,3,barabasi_albert_graph_100,220.04919030490922
3810,0.22,0.51,100,3,barabasi_albert_graph_100,220.0644486019074
3721,0.24,0.41000000000000003,100,3,barabasi_albert_graph_100,220.11467291111975
1858,0.62,0.23,100,3,barabasi_albert_graph_100,220.1244403303941
3627,0.26,0.36,100,3,barabasi_albert_graph_100,220.1709126320522
3045,0.38,0.24,100,3,barabasi_albert_graph_100,220.20319287840982
2154,0.56,0.24,100,3,barabasi_albert_graph_100,220.20635427148432
2451,0.5,0.24,100,3,barabasi_albert_graph_100,220.21760217496762
872,0.8200000000000001,0.19,100,3,barabasi_albert_graph_100,220.23478730314505
675,0.86,0.18,100,3,barabasi_albert_graph_100,220.23552078487387
3436,0.3,0.29,100,3,barabasi_albert_graph_100,220.23766882445602
379,0.92,0.17,100,3,barabasi_albert_graph_100,220.2524775028736
1081,0.78,0.08,100,3,barabasi_albert_graph_100,220.26084187058413
2467,0.5,0.08,100,3,barabasi_albert_graph_100,220.27472357525238
2648,0.46,0.25,100,3,barabasi_albert_graph_100,220.3059236607132
784,0.84,0.08,100,3,barabasi_albert_graph_100,220.30615061772562
774,0.84,0.18,100,3,barabasi_albert_graph_100,220.3203786098082
3628,0.26,0.35000000000000003,100,3,barabasi_albert_graph_100,220.32800722838385
2846,0.42,0.25,100,3,barabasi_albert_graph_100,220.33275534273852
1267,0.74,0.2,100,3,barabasi_albert_graph_100,220.37649602441726
2746,0.44,0.26,100,3,barabasi_albert_graph_100,220.4153247499261
2847,0.42,0.24,100,3,barabasi_albert_graph_100,220.41794217070722
1563,0.68,0.21,100,3,barabasi_albert_graph_100,220.41851799910796
478,0.9,0.17,100,3,barabasi_albert_graph_100,220.43143011969818
2057,0.58,0.22,100,3,barabasi_albert_graph_100,220.46700433398192
1958,0.6,0.22,100,3,barabasi_albert_graph_100,220.48741460682058
3557,0.28,0.07,100,3,barabasi_albert_graph_100,220.5355544333629
3811,0.22,0.5,100,3,barabasi_albert_graph_100,220.55845204668708
3812,0.22,0.49,100,3,barabasi_albert_graph_100,220.5626197495152
3808,0.22,0.53,100,3,barabasi_albert_graph_100,220.57894104100063
1760,0.64,0.22,100,3,barabasi_albert_graph_100,220.61396845377465
2254,0.54,0.23,100,3,barabasi_albert_graph_100,220.62118595526516
1366,0.72,0.2,100,3,barabasi_albert_graph_100,220.66905258606332
3535,0.28,0.29,100,3,barabasi_albert_graph_100,220.6707781009808
3242,0.34,0.25,100,3,barabasi_albert_graph_100,220.70209646628956
1957,0.6,0.23,100,3,barabasi_albert_graph_100,220.70519843307864
3043,0.38,0.26,100,3,barabasi_albert_graph_100,220.76015526776146
1378,0.72,0.08,100,3,barabasi_albert_graph_100,220.769510854821
2269,0.54,0.08,100,3,barabasi_albert_graph_100,220.78039907424892
2352,0.52,0.24,100,3,barabasi_albert_graph_100,220.78135721185268
1661,0.66,0.22,100,3,barabasi_albert_graph_100,220.80231325432607
2764,0.44,0.08,100,3,barabasi_albert_graph_100,220.8072950299911
1662,0.66,0.21,100,3,barabasi_albert_graph_100,220.9096230100933
2962,0.4,0.08,100,3,barabasi_albert_graph_100,220.91735315062266
3630,0.26,0.33,100,3,barabasi_albert_graph_100,220.91914636529182
1070,0.78,0.19,100,3,barabasi_albert_graph_100,220.96419828351588
2649,0.46,0.24,100,3,barabasi_albert_graph_100,220.98370980685434
1675,0.66,0.08,100,3,barabasi_albert_graph_100,221.00713528335197
2170,0.56,0.08,100,3,barabasi_albert_graph_100,221.03680514966106
1576,0.68,0.08,100,3,barabasi_albert_graph_100,221.0971244985752
577,0.88,0.17,100,3,barabasi_albert_graph_100,221.11098848942183
3358,0.32,0.08,100,3,barabasi_albert_graph_100,221.11182343225897
1268,0.74,0.19,100,3,barabasi_albert_graph_100,221.15558393966072
3160,0.36,0.08,100,3,barabasi_albert_graph_100,221.15741000472943
1169,0.76,0.19,100,3,barabasi_albert_graph_100,221.19841423829976
1180,0.76,0.08,100,3,barabasi_albert_graph_100,221.20178744583137
3536,0.28,0.28,100,3,barabasi_albert_graph_100,221.27283889074417
2156,0.56,0.22,100,3,barabasi_albert_graph_100,221.30007473320717
1071,0.78,0.18,100,3,barabasi_albert_graph_100,221.3169672664073
2749,0.44,0.23,100,3,barabasi_albert_graph_100,221.32464842398372
972,0.8,0.18,100,3,barabasi_albert_graph_100,221.32629931671195
3061,0.38,0.08,100,3,barabasi_albert_graph_100,221.33177324133527
3724,0.24,0.38,100,3,barabasi_albert_graph_100,221.34496223698497
873,0.8200000000000001,0.18,100,3,barabasi_albert_graph_100,221.35540513982346
