,alpha,beta,m_connections,index_cases,graph,rmse
1974,0.6,0.06,100,3,barabasi_albert_graph_100,207.80032945853796
1380,0.72,0.06,100,3,barabasi_albert_graph_100,207.80845470325275
4156,0.16,0.02,100,3,barabasi_albert_graph_100,207.82855360201998
3769,0.22,0.92,100,3,barabasi_albert_graph_100,207.87701615655794
3767,0.22,0.9400000000000001,100,3,barabasi_albert_graph_100,207.93527099334764
3757,0.24,0.05,100,3,barabasi_albert_graph_100,207.93558544007732
3692,0.24,0.7000000000000001,100,3,barabasi_albert_graph_100,207.94292856084707
3607,0.26,0.56,100,3,barabasi_albert_graph_100,207.9477560128246
3603,0.26,0.6,100,3,barabasi_albert_graph_100,207.96175683931003
2172,0.56,0.06,100,3,barabasi_albert_graph_100,207.97331559601582
1257,0.74,0.3,100,3,barabasi_albert_graph_100,208.02322355559616
1182,0.76,0.06,100,3,barabasi_albert_graph_100,208.04594536932314
2043,0.58,0.36,100,3,barabasi_albert_graph_100,208.05097378360836
273,0.9400000000000001,0.24,100,3,barabasi_albert_graph_100,208.05683395131763
1578,0.68,0.06,100,3,barabasi_albert_graph_100,208.07445043319692
2735,0.44,0.37,100,3,barabasi_albert_graph_100,208.11566680389723
667,0.86,0.26,100,3,barabasi_albert_graph_100,208.1247776621589
2635,0.46,0.38,100,3,barabasi_albert_graph_100,208.1450307986089
3320,0.32,0.46,100,3,barabasi_albert_graph_100,208.1641733750625
962,0.8,0.28,100,3,barabasi_albert_graph_100,208.16528196455963
2339,0.52,0.37,100,3,barabasi_albert_graph_100,208.18065379709185
3514,0.28,0.5,100,3,barabasi_albert_graph_100,208.20031035224042
3604,0.26,0.59,100,3,barabasi_albert_graph_100,208.21689874521934
1776,0.64,0.06,100,3,barabasi_albert_graph_100,208.2173605412604
2636,0.46,0.37,100,3,barabasi_albert_graph_100,208.25479955684463
2736,0.44,0.36,100,3,barabasi_albert_graph_100,208.25609234785907
2536,0.48,0.38,100,3,barabasi_albert_graph_100,208.31064081540117
3605,0.26,0.58,100,3,barabasi_albert_graph_100,208.31202557701752
569,0.88,0.25,100,3,barabasi_albert_graph_100,208.3265373250517
3030,0.38,0.39,100,3,barabasi_albert_graph_100,208.3622400458468
2439,0.5,0.36,100,3,barabasi_albert_graph_100,208.36729774422562
1479,0.7000000000000001,0.06,100,3,barabasi_albert_graph_100,208.38178718585084
863,0.8200000000000001,0.28,100,3,barabasi_albert_graph_100,208.3980289291107
1060,0.78,0.29,100,3,barabasi_albert_graph_100,208.40053890377686
3516,0.28,0.48,100,3,barabasi_albert_graph_100,208.42766684797942
3768,0.22,0.93,100,3,barabasi_albert_graph_100,208.4406205798004
3699,0.24,0.63,100,3,barabasi_albert_graph_100,208.45864743950463
2733,0.44,0.39,100,3,barabasi_albert_graph_100,208.46110133363194
3696,0.24,0.66,100,3,barabasi_albert_graph_100,208.47504923574465
2734,0.44,0.38,100,3,barabasi_albert_graph_100,208.4773184490157
1651,0.66,0.32,100,3,barabasi_albert_graph_100,208.4980354085639
3515,0.28,0.49,100,3,barabasi_albert_graph_100,208.50506357990815
2044,0.58,0.35000000000000003,100,3,barabasi_albert_graph_100,208.50829166320386
3694,0.24,0.68,100,3,barabasi_albert_graph_100,208.5219412915581
1281,0.74,0.06,100,3,barabasi_albert_graph_100,208.52502155708945
3606,0.26,0.5700000000000001,100,3,barabasi_albert_graph_100,208.5274193370853
2540,0.48,0.34,100,3,barabasi_albert_graph_100,208.52789888977594
668,0.86,0.25,100,3,barabasi_albert_graph_100,208.53535025911629
3511,0.28,0.53,100,3,barabasi_albert_graph_100,208.5370286248759
1455,0.7000000000000001,0.3,100,3,barabasi_albert_graph_100,208.56201807763412
1159,0.76,0.29,100,3,barabasi_albert_graph_100,208.62332637481435
3321,0.32,0.45,100,3,barabasi_albert_graph_100,208.6247643682128
3610,0.26,0.53,100,3,barabasi_albert_graph_100,208.62581520327433
1061,0.78,0.28,100,3,barabasi_albert_graph_100,208.65215809313614
3698,0.24,0.64,100,3,barabasi_albert_graph_100,208.65908890967435
2667,0.46,0.06,100,3,barabasi_albert_graph_100,208.6645080579755
963,0.8,0.27,100,3,barabasi_albert_graph_100,208.7415774440879
1160,0.76,0.28,100,3,barabasi_albert_graph_100,208.77300886553613
1552,0.68,0.32,100,3,barabasi_albert_graph_100,208.78632802276772
3420,0.3,0.45,100,3,barabasi_albert_graph_100,208.79402806078087
3697,0.24,0.65,100,3,barabasi_albert_graph_100,208.7946727879219
2537,0.48,0.37,100,3,barabasi_albert_graph_100,208.7959438155975
92,0.98,0.07,100,3,barabasi_albert_graph_100,208.8012488910484
3770,0.22,0.91,100,3,barabasi_albert_graph_100,208.8810666384103
2932,0.4,0.38,100,3,barabasi_albert_graph_100,208.8908806051619
3609,0.26,0.54,100,3,barabasi_albert_graph_100,208.89111996444464
1356,0.72,0.3,100,3,barabasi_albert_graph_100,208.89918437076108
76,0.98,0.23,100,3,barabasi_albert_graph_100,208.92536392766604
3558,0.28,0.06,100,3,barabasi_albert_graph_100,208.94706727560674
3459,0.3,0.06,100,3,barabasi_albert_graph_100,208.97486046817284
766,0.84,0.26,100,3,barabasi_albert_graph_100,208.98509332191432
2539,0.48,0.35000000000000003,100,3,barabasi_albert_graph_100,208.988608449213
3512,0.28,0.52,100,3,barabasi_albert_graph_100,209.00839143993164
2933,0.4,0.37,100,3,barabasi_albert_graph_100,209.01670893826793
1554,0.68,0.3,100,3,barabasi_albert_graph_100,209.04657191824322
1946,0.6,0.34,100,3,barabasi_albert_graph_100,209.05411518772615
3417,0.3,0.48,100,3,barabasi_albert_graph_100,209.07354245299942
3695,0.24,0.67,100,3,barabasi_albert_graph_100,209.07814144661137
3419,0.3,0.46,100,3,barabasi_albert_graph_100,209.08305306007725
2241,0.54,0.36,100,3,barabasi_albert_graph_100,209.10245924316257
2638,0.46,0.35000000000000003,100,3,barabasi_albert_graph_100,209.10619311727714
1259,0.74,0.28,100,3,barabasi_albert_graph_100,209.16051988107859
3771,0.22,0.9,100,3,barabasi_albert_graph_100,209.19032555950648
3772,0.22,0.89,100,3,barabasi_albert_graph_100,209.2115969722814
175,0.96,0.23,100,3,barabasi_albert_graph_100,209.21339860019995
2340,0.52,0.36,100,3,barabasi_albert_graph_100,209.21626646569848
2441,0.5,0.34,100,3,barabasi_albert_graph_100,209.27758526012215
1553,0.68,0.31,100,3,barabasi_albert_graph_100,209.28686606591515
372,0.92,0.24,100,3,barabasi_albert_graph_100,209.2926181211368
2637,0.46,0.36,100,3,barabasi_albert_graph_100,209.30276193554195
3421,0.3,0.44,100,3,barabasi_albert_graph_100,209.3069516284636
3513,0.28,0.51,100,3,barabasi_albert_graph_100,209.3404294077362
2538,0.48,0.36,100,3,barabasi_albert_graph_100,209.35935245777407
2143,0.56,0.35000000000000003,100,3,barabasi_albert_graph_100,209.36295315515147
1258,0.74,0.29,100,3,barabasi_albert_graph_100,209.37448966642742
2045,0.58,0.34,100,3,barabasi_albert_graph_100,209.38876246387684
3128,0.36,0.4,100,3,barabasi_albert_graph_100,209.39351984683324
3773,0.22,0.88,100,3,barabasi_albert_graph_100,209.398993458752
3322,0.32,0.44,100,3,barabasi_albert_graph_100,209.40398938231996
1652,0.66,0.31,100,3,barabasi_albert_graph_100,209.4141829007768
3611,0.26,0.52,100,3,barabasi_albert_graph_100,209.45396042677623
3323,0.32,0.43,100,3,barabasi_albert_graph_100,209.4584041687587
2341,0.52,0.35000000000000003,100,3,barabasi_albert_graph_100,209.4620215254748
2242,0.54,0.35000000000000003,100,3,barabasi_albert_graph_100,209.51429178349255
1750,0.64,0.32,100,3,barabasi_albert_graph_100,209.52181821398054
1848,0.62,0.33,100,3,barabasi_albert_graph_100,209.55102187589247
2835,0.42,0.36,100,3,barabasi_albert_graph_100,209.57700989594034
274,0.9400000000000001,0.23,100,3,barabasi_albert_graph_100,209.58706654166056
3701,0.24,0.61,100,3,barabasi_albert_graph_100,209.6167565233863
3702,0.24,0.6,100,3,barabasi_albert_graph_100,209.62211421801558
3225,0.34,0.42,100,3,barabasi_albert_graph_100,209.62242613437508
1849,0.62,0.32,100,3,barabasi_albert_graph_100,209.67117112278456
3700,0.24,0.62,100,3,barabasi_albert_graph_100,209.67471143508132
3517,0.28,0.47000000000000003,100,3,barabasi_albert_graph_100,209.72115186232776
3418,0.3,0.47000000000000003,100,3,barabasi_albert_graph_100,209.76121955873833
1751,0.64,0.31,100,3,barabasi_albert_graph_100,209.76673858213226
2243,0.54,0.34,100,3,barabasi_albert_graph_100,209.78375312908068
2737,0.44,0.35000000000000003,100,3,barabasi_albert_graph_100,209.80404777205433
3324,0.32,0.42,100,3,barabasi_albert_graph_100,209.8323323330027
1062,0.78,0.27,100,3,barabasi_albert_graph_100,209.8399023431545
3780,0.22,0.81,100,3,barabasi_albert_graph_100,209.84107539534992
1456,0.7000000000000001,0.29,100,3,barabasi_albert_graph_100,209.84521768345206
471,0.9,0.24,100,3,barabasi_albert_graph_100,209.86277567826224
767,0.84,0.25,100,3,barabasi_albert_graph_100,209.86704582443838
2342,0.52,0.34,100,3,barabasi_albert_graph_100,209.88407056497422
2047,0.58,0.32,100,3,barabasi_albert_graph_100,209.89176698039836
2146,0.56,0.32,100,3,barabasi_albert_graph_100,209.9013687792069
3612,0.26,0.51,100,3,barabasi_albert_graph_100,209.91148317619684
2145,0.56,0.33,100,3,barabasi_albert_graph_100,209.95014060119496
3774,0.22,0.87,100,3,barabasi_albert_graph_100,209.968935431301
2442,0.5,0.33,100,3,barabasi_albert_graph_100,209.97560297842665
1357,0.72,0.29,100,3,barabasi_albert_graph_100,209.98743552156418
2440,0.5,0.35000000000000003,100,3,barabasi_albert_graph_100,209.99996336996017
1654,0.66,0.29,100,3,barabasi_albert_graph_100,210.01613491128944
1947,0.6,0.33,100,3,barabasi_albert_graph_100,210.0213725387893
2144,0.56,0.34,100,3,barabasi_albert_graph_100,210.0263902831847
1653,0.66,0.3,100,3,barabasi_albert_graph_100,210.08287741892576
3776,0.22,0.85,100,3,barabasi_albert_graph_100,210.09735838415486
3781,0.22,0.8,100,3,barabasi_albert_graph_100,210.09851169245493
3775,0.22,0.86,100,3,barabasi_albert_graph_100,210.1380681654509
2147,0.56,0.31,100,3,barabasi_albert_graph_100,210.1534787134979
865,0.8200000000000001,0.26,100,3,barabasi_albert_graph_100,210.15788936306546
3228,0.34,0.39,100,3,barabasi_albert_graph_100,210.18206393505608
3778,0.22,0.8300000000000001,100,3,barabasi_albert_graph_100,210.195531680532
1358,0.72,0.28,100,3,barabasi_albert_graph_100,210.1973980663085
2738,0.44,0.34,100,3,barabasi_albert_graph_100,210.20786415794763
2046,0.58,0.33,100,3,barabasi_albert_graph_100,210.2151827935439
191,0.96,0.07,100,3,barabasi_albert_graph_100,210.23142925393873
866,0.8200000000000001,0.25,100,3,barabasi_albert_graph_100,210.25063797579966
570,0.88,0.24,100,3,barabasi_albert_graph_100,210.26258308637284
1555,0.68,0.29,100,3,barabasi_albert_graph_100,210.28231938552
3031,0.38,0.38,100,3,barabasi_albert_graph_100,210.28793447227395
1948,0.6,0.32,100,3,barabasi_albert_graph_100,210.29131808407703
3779,0.22,0.8200000000000001,100,3,barabasi_albert_graph_100,210.31748893957
1950,0.6,0.3,100,3,barabasi_albert_graph_100,210.32156698365847
1850,0.62,0.31,100,3,barabasi_albert_graph_100,210.32185957570985
3703,0.24,0.59,100,3,barabasi_albert_graph_100,210.32710787649867
2048,0.58,0.31,100,3,barabasi_albert_graph_100,210.36877875987938
3783,0.22,0.78,100,3,barabasi_albert_graph_100,210.3903332087582
2343,0.52,0.33,100,3,barabasi_albert_graph_100,210.40821130510895
3786,0.22,0.75,100,3,barabasi_albert_graph_100,210.4470699030263
2836,0.42,0.35000000000000003,100,3,barabasi_albert_graph_100,210.46516247442145
2244,0.54,0.33,100,3,barabasi_albert_graph_100,210.48012878983283
1063,0.78,0.26,100,3,barabasi_albert_graph_100,210.5319270507262
3227,0.34,0.4,100,3,barabasi_albert_graph_100,210.63711047128496
290,0.9400000000000001,0.07,100,3,barabasi_albert_graph_100,210.65332439086518
2245,0.54,0.32,100,3,barabasi_albert_graph_100,210.6730423410427
3422,0.3,0.43,100,3,barabasi_albert_graph_100,210.68534686734952
373,0.92,0.23,100,3,barabasi_albert_graph_100,210.69138933155654
3325,0.32,0.41000000000000003,100,3,barabasi_albert_graph_100,210.69531410217786
3782,0.22,0.79,100,3,barabasi_albert_graph_100,210.72848005832603
3784,0.22,0.77,100,3,barabasi_albert_graph_100,210.73687567492968
1161,0.76,0.27,100,3,barabasi_albert_graph_100,210.7470777240595
964,0.8,0.26,100,3,barabasi_albert_graph_100,210.7537389028685
1949,0.6,0.31,100,3,barabasi_albert_graph_100,210.7709474944123
3326,0.32,0.4,100,3,barabasi_albert_graph_100,210.78346526890869
3226,0.34,0.41000000000000003,100,3,barabasi_albert_graph_100,210.8228020071687
3704,0.24,0.58,100,3,barabasi_albert_graph_100,210.9345687830525
965,0.8,0.25,100,3,barabasi_albert_graph_100,210.93662920048178
3777,0.22,0.84,100,3,barabasi_albert_graph_100,211.01542050833083
2639,0.46,0.34,100,3,barabasi_albert_graph_100,211.0241510057375
389,0.92,0.07,100,3,barabasi_albert_graph_100,211.04288663681606
1752,0.64,0.3,100,3,barabasi_albert_graph_100,211.10105126728726
3785,0.22,0.76,100,3,barabasi_albert_graph_100,211.1212557166725
1851,0.62,0.3,100,3,barabasi_albert_graph_100,211.20158070504039
3787,0.22,0.74,100,3,barabasi_albert_graph_100,211.26581870678027
77,0.98,0.22,100,3,barabasi_albert_graph_100,211.28646248818032
1260,0.74,0.27,100,3,barabasi_albert_graph_100,211.29636496199797
1457,0.7000000000000001,0.28,100,3,barabasi_albert_graph_100,211.29976883019137
3423,0.3,0.42,100,3,barabasi_albert_graph_100,211.36070153613267
3518,0.28,0.46,100,3,barabasi_albert_graph_100,211.36246664839126
2443,0.5,0.32,100,3,barabasi_albert_graph_100,211.3697089134435
3131,0.36,0.37,100,3,barabasi_albert_graph_100,211.3934901843188
2541,0.48,0.33,100,3,barabasi_albert_graph_100,211.4253277891966
669,0.86,0.24,100,3,barabasi_albert_graph_100,211.4465562591317
2640,0.46,0.33,100,3,barabasi_albert_graph_100,211.45425037109092
488,0.9,0.07,100,3,barabasi_albert_graph_100,211.47085632995172
587,0.88,0.07,100,3,barabasi_albert_graph_100,211.53579438878023
3788,0.22,0.73,100,3,barabasi_albert_graph_100,211.54799419080732
3230,0.34,0.37,100,3,barabasi_albert_graph_100,211.65754270664533
472,0.9,0.23,100,3,barabasi_albert_graph_100,211.6698990263995
3129,0.36,0.39,100,3,barabasi_albert_graph_100,211.70841704134924
2345,0.52,0.31,100,3,barabasi_albert_graph_100,211.75499267567912
2344,0.52,0.32,100,3,barabasi_albert_graph_100,211.76863281929607
3034,0.38,0.35000000000000003,100,3,barabasi_albert_graph_100,211.77689639371394
3519,0.28,0.45,100,3,barabasi_albert_graph_100,211.86837350654224
3613,0.26,0.5,100,3,barabasi_albert_graph_100,211.87265769070598
3327,0.32,0.39,100,3,barabasi_albert_graph_100,211.87906565193848
176,0.96,0.22,100,3,barabasi_albert_graph_100,211.8820608081479
3789,0.22,0.72,100,3,barabasi_albert_graph_100,211.96507332032866
1359,0.72,0.27,100,3,barabasi_albert_graph_100,211.97626862820863
1162,0.76,0.26,100,3,barabasi_albert_graph_100,211.99359569426767
571,0.88,0.23,100,3,barabasi_albert_graph_100,212.00134252114827
686,0.86,0.07,100,3,barabasi_albert_graph_100,212.01288059564104
1556,0.68,0.28,100,3,barabasi_albert_graph_100,212.0141504711419
1753,0.64,0.29,100,3,barabasi_albert_graph_100,212.01737954886914
1064,0.78,0.25,100,3,barabasi_albert_graph_100,212.02244075714106
3033,0.38,0.36,100,3,barabasi_albert_graph_100,212.06804060525917
1655,0.66,0.28,100,3,barabasi_albert_graph_100,212.17465592144745
3791,0.22,0.7000000000000001,100,3,barabasi_albert_graph_100,212.185096989905
3133,0.36,0.35000000000000003,100,3,barabasi_albert_graph_100,212.19325371716445
2934,0.4,0.36,100,3,barabasi_albert_graph_100,212.2059957102641
3424,0.3,0.41000000000000003,100,3,barabasi_albert_graph_100,212.26737493439367
3032,0.38,0.37,100,3,barabasi_albert_graph_100,212.3392604735675
3706,0.24,0.56,100,3,barabasi_albert_graph_100,212.34020236041394
2247,0.54,0.3,100,3,barabasi_albert_graph_100,212.3440966559122
3260,0.34,0.07,100,3,barabasi_albert_graph_100,212.37363663708717
2246,0.54,0.31,100,3,barabasi_albert_graph_100,212.3793413102711
1852,0.62,0.29,100,3,barabasi_albert_graph_100,212.39621900154873
3705,0.24,0.5700000000000001,100,3,barabasi_albert_graph_100,212.40724672557306
4056,0.18,0.03,100,3,barabasi_albert_graph_100,212.42115279285665
3790,0.22,0.71,100,3,barabasi_albert_graph_100,212.42622248677304
3657,0.26,0.06,100,3,barabasi_albert_graph_100,212.4308756350567
1951,0.6,0.29,100,3,barabasi_albert_graph_100,212.46043975653083
1261,0.74,0.26,100,3,barabasi_albert_graph_100,212.46252158186178
3614,0.26,0.49,100,3,barabasi_albert_graph_100,212.46795233453625
78,0.98,0.21,100,3,barabasi_albert_graph_100,212.47255026328605
3229,0.34,0.38,100,3,barabasi_albert_graph_100,212.4817639234012
768,0.84,0.24,100,3,barabasi_albert_graph_100,212.4853298103551
275,0.9400000000000001,0.22,100,3,barabasi_albert_graph_100,212.51780015945815
3130,0.36,0.38,100,3,barabasi_albert_graph_100,212.5671658558772
2049,0.58,0.3,100,3,barabasi_albert_graph_100,212.59292990632085
3035,0.38,0.34,100,3,barabasi_albert_graph_100,212.60637156672712
2542,0.48,0.32,100,3,barabasi_albert_graph_100,212.61434932398504
177,0.96,0.21,100,3,barabasi_albert_graph_100,212.72282435131402
1458,0.7000000000000001,0.27,100,3,barabasi_albert_graph_100,212.75473419662586
2148,0.56,0.3,100,3,barabasi_albert_graph_100,212.77384165424962
3520,0.28,0.44,100,3,barabasi_albert_graph_100,212.788500990646
670,0.86,0.23,100,3,barabasi_albert_graph_100,212.79166409352672
1557,0.68,0.27,100,3,barabasi_albert_graph_100,212.840098882489
867,0.8200000000000001,0.24,100,3,barabasi_albert_graph_100,212.84277331834915
2936,0.4,0.34,100,3,barabasi_albert_graph_100,212.8966162971343
3132,0.36,0.36,100,3,barabasi_albert_graph_100,212.89775444131357
3231,0.34,0.36,100,3,barabasi_albert_graph_100,212.948007377749
3330,0.32,0.36,100,3,barabasi_albert_graph_100,212.95499705156197
1459,0.7000000000000001,0.26,100,3,barabasi_albert_graph_100,212.98188799845076
3521,0.28,0.43,100,3,barabasi_albert_graph_100,212.98472317913394
3328,0.32,0.38,100,3,barabasi_albert_graph_100,212.99747199655465
966,0.8,0.24,100,3,barabasi_albert_graph_100,213.00489340713423
3161,0.36,0.07,100,3,barabasi_albert_graph_100,213.12598296637745
1360,0.72,0.26,100,3,barabasi_albert_graph_100,213.1275169037036
276,0.9400000000000001,0.21,100,3,barabasi_albert_graph_100,213.14505714328772
3615,0.26,0.48,100,3,barabasi_albert_graph_100,213.14590524585952
3792,0.22,0.6900000000000001,100,3,barabasi_albert_graph_100,213.1764346912958
1754,0.64,0.28,100,3,barabasi_albert_graph_100,213.20751898994124
2864,0.42,0.07,100,3,barabasi_albert_graph_100,213.23753458020974
3793,0.22,0.68,100,3,barabasi_albert_graph_100,213.2823336475711
3233,0.34,0.34,100,3,barabasi_albert_graph_100,213.28359596483813
374,0.92,0.22,100,3,barabasi_albert_graph_100,213.28590418280558
3425,0.3,0.4,100,3,barabasi_albert_graph_100,213.2896369511872
3428,0.3,0.37,100,3,barabasi_albert_graph_100,213.36654989802085
1163,0.76,0.25,100,3,barabasi_albert_graph_100,213.407861581094
3616,0.26,0.47000000000000003,100,3,barabasi_albert_graph_100,213.42071127235988
3137,0.36,0.31,100,3,barabasi_albert_graph_100,213.45366998664892
2963,0.4,0.07,100,3,barabasi_albert_graph_100,213.45711152720693
3329,0.32,0.37,100,3,barabasi_albert_graph_100,213.45902146818216
1065,0.78,0.24,100,3,barabasi_albert_graph_100,213.47226445678533
3426,0.3,0.39,100,3,barabasi_albert_graph_100,213.4869659145134
2050,0.58,0.29,100,3,barabasi_albert_graph_100,213.4923886231076
3862,0.2,0.98,100,3,barabasi_albert_graph_100,213.5806819267784
2444,0.5,0.31,100,3,barabasi_albert_graph_100,213.60151612829833
3861,0.2,0.99,100,3,barabasi_albert_graph_100,213.6745008364178
2935,0.4,0.35000000000000003,100,3,barabasi_albert_graph_100,213.6830326945461
473,0.9,0.22,100,3,barabasi_albert_graph_100,213.687190501947
3234,0.34,0.33,100,3,barabasi_albert_graph_100,213.71519509708384
2468,0.5,0.07,100,3,barabasi_albert_graph_100,213.72620875244175
3707,0.24,0.55,100,3,barabasi_albert_graph_100,213.76192724257876
2149,0.56,0.29,100,3,barabasi_albert_graph_100,213.7938079264512
1164,0.76,0.24,100,3,barabasi_albert_graph_100,213.80609475374212
1656,0.66,0.27,100,3,barabasi_albert_graph_100,213.80996234974646
375,0.92,0.21,100,3,barabasi_albert_graph_100,213.8211510009817
572,0.88,0.22,100,3,barabasi_albert_graph_100,213.84935387755127
884,0.8200000000000001,0.07,100,3,barabasi_albert_graph_100,213.8725896775569
3062,0.38,0.07,100,3,barabasi_albert_graph_100,213.88429654299614
2938,0.4,0.32,100,3,barabasi_albert_graph_100,213.92953548737995
1262,0.74,0.25,100,3,barabasi_albert_graph_100,213.93766166087514
2739,0.44,0.33,100,3,barabasi_albert_graph_100,213.95118062845012
3794,0.22,0.67,100,3,barabasi_albert_graph_100,213.96879715006614
3867,0.2,0.93,100,3,barabasi_albert_graph_100,213.98456090964206
2838,0.42,0.33,100,3,barabasi_albert_graph_100,213.99207390066505
769,0.84,0.23,100,3,barabasi_albert_graph_100,214.0159411747711
671,0.86,0.22,100,3,barabasi_albert_graph_100,214.02551968614182
1755,0.64,0.27,100,3,barabasi_albert_graph_100,214.04327384181704
1082,0.78,0.07,100,3,barabasi_albert_graph_100,214.0764421343999
1853,0.62,0.28,100,3,barabasi_albert_graph_100,214.07662179696317
3134,0.36,0.34,100,3,barabasi_albert_graph_100,214.0878144773595
2837,0.42,0.34,100,3,barabasi_albert_graph_100,214.11756296303852
3865,0.2,0.9500000000000001,100,3,barabasi_albert_graph_100,214.11838925086423
3522,0.28,0.42,100,3,barabasi_albert_graph_100,214.1191975728257
3523,0.28,0.41000000000000003,100,3,barabasi_albert_graph_100,214.12972344244614
2765,0.44,0.07,100,3,barabasi_albert_graph_100,214.136279396664
785,0.84,0.07,100,3,barabasi_albert_graph_100,214.14360745860384
983,0.8,0.07,100,3,barabasi_albert_graph_100,214.23260184273468
3866,0.2,0.9400000000000001,100,3,barabasi_albert_graph_100,214.2521519504171
2346,0.52,0.3,100,3,barabasi_albert_graph_100,214.26317390608142
3618,0.26,0.45,100,3,barabasi_albert_graph_100,214.27961603044244
2840,0.42,0.31,100,3,barabasi_albert_graph_100,214.31674976718276
2839,0.42,0.32,100,3,barabasi_albert_graph_100,214.34329043346833
3863,0.2,0.97,100,3,barabasi_albert_graph_100,214.35240573913288
3135,0.36,0.33,100,3,barabasi_albert_graph_100,214.38866574518346
1280,0.74,0.07,100,3,barabasi_albert_graph_100,214.40445245089765
2567,0.48,0.07,100,3,barabasi_albert_graph_100,214.4532224411296
3232,0.34,0.35000000000000003,100,3,barabasi_albert_graph_100,214.457706068837
3710,0.24,0.52,100,3,barabasi_albert_graph_100,214.47293176887953
3427,0.3,0.38,100,3,barabasi_albert_graph_100,214.48885572628063
3864,0.2,0.96,100,3,barabasi_albert_graph_100,214.49975793423673
3038,0.38,0.31,100,3,barabasi_albert_graph_100,214.52127382401244
2544,0.48,0.3,100,3,barabasi_albert_graph_100,214.52609667321633
3331,0.32,0.35000000000000003,100,3,barabasi_albert_graph_100,214.53115248050895
3708,0.24,0.54,100,3,barabasi_albert_graph_100,214.5619688144627
3039,0.38,0.3,100,3,barabasi_albert_graph_100,214.58679434599955
770,0.84,0.22,100,3,barabasi_albert_graph_100,214.6035701187012
3868,0.2,0.92,100,3,barabasi_albert_graph_100,214.61962774961802
79,0.98,0.2,100,3,barabasi_albert_graph_100,214.62240545450265
3429,0.3,0.36,100,3,barabasi_albert_graph_100,214.63037995586737
80,0.98,0.19,100,3,barabasi_albert_graph_100,214.6842941480493
868,0.8200000000000001,0.23,100,3,barabasi_albert_graph_100,214.70446593470683
474,0.9,0.21,100,3,barabasi_albert_graph_100,214.71372712377897
1478,0.7000000000000001,0.07,100,3,barabasi_albert_graph_100,214.71942336274745
3711,0.24,0.51,100,3,barabasi_albert_graph_100,214.71992491114128
3136,0.36,0.32,100,3,barabasi_albert_graph_100,214.72065931917575
3617,0.26,0.46,100,3,barabasi_albert_graph_100,214.74406949812465
2941,0.4,0.29,100,3,barabasi_albert_graph_100,214.76375213422128
1181,0.76,0.07,100,3,barabasi_albert_graph_100,214.78008430807688
1361,0.72,0.25,100,3,barabasi_albert_graph_100,214.79038081885253
3036,0.38,0.33,100,3,barabasi_albert_graph_100,214.79791934245117
2937,0.4,0.33,100,3,barabasi_albert_graph_100,214.80232415301856
3359,0.32,0.07,100,3,barabasi_albert_graph_100,214.8096653032454
2741,0.44,0.31,100,3,barabasi_albert_graph_100,214.91092967159136
1379,0.72,0.07,100,3,barabasi_albert_graph_100,214.9221862764432
2171,0.56,0.07,100,3,barabasi_albert_graph_100,214.95843963248052
3797,0.22,0.64,100,3,barabasi_albert_graph_100,214.96609750591622
2248,0.54,0.29,100,3,barabasi_albert_graph_100,214.9887832494452
3709,0.24,0.53,100,3,barabasi_albert_graph_100,214.99220021630123
3795,0.22,0.66,100,3,barabasi_albert_graph_100,215.02395215417283
2543,0.48,0.31,100,3,barabasi_albert_graph_100,215.027171807157
3332,0.32,0.34,100,3,barabasi_albert_graph_100,215.0296938349893
2369,0.52,0.07,100,3,barabasi_albert_graph_100,215.05741630479127
2643,0.46,0.3,100,3,barabasi_albert_graph_100,215.06324651134605
1855,0.62,0.26,100,3,barabasi_albert_graph_100,215.07200940794047
2446,0.5,0.29,100,3,barabasi_albert_graph_100,215.07360099778364
1263,0.74,0.24,100,3,barabasi_albert_graph_100,215.08724526787515
2347,0.52,0.29,100,3,barabasi_albert_graph_100,215.1115095443792
2939,0.4,0.31,100,3,barabasi_albert_graph_100,215.11578277755447
1559,0.68,0.25,100,3,barabasi_albert_graph_100,215.1176064746552
2642,0.46,0.31,100,3,barabasi_albert_graph_100,215.14619358795224
2740,0.44,0.32,100,3,barabasi_albert_graph_100,215.20246281118625
2270,0.54,0.07,100,3,barabasi_albert_graph_100,215.22104915644286
573,0.88,0.21,100,3,barabasi_albert_graph_100,215.2499798981497
2841,0.42,0.3,100,3,barabasi_albert_graph_100,215.2566804109421
3524,0.28,0.4,100,3,barabasi_albert_graph_100,215.26114730359853
1558,0.68,0.26,100,3,barabasi_albert_graph_100,215.26223721133897
2742,0.44,0.3,100,3,barabasi_albert_graph_100,215.2906443356551
2072,0.58,0.07,100,3,barabasi_albert_graph_100,215.29176982375836
178,0.96,0.2,100,3,barabasi_albert_graph_100,215.3130636645519
2666,0.46,0.07,100,3,barabasi_albert_graph_100,215.3508586184237
1460,0.7000000000000001,0.25,100,3,barabasi_albert_graph_100,215.36916428095486
3525,0.28,0.39,100,3,barabasi_albert_graph_100,215.3836469758449
2641,0.46,0.32,100,3,barabasi_albert_graph_100,215.38936121145102
2348,0.52,0.28,100,3,barabasi_albert_graph_100,215.44024693636052
3796,0.22,0.65,100,3,barabasi_albert_graph_100,215.4451920308986
2445,0.5,0.3,100,3,barabasi_albert_graph_100,215.4621330285922
3037,0.38,0.32,100,3,barabasi_albert_graph_100,215.46946954891848
